filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate
abdulbari_101.wav,0.29426697,1512.5603735521725,2141.3382896862076,2382.9081217447915,0.19910549,0.07276746961805555
abdulbari_102.wav,0.25971317,1272.5354501748898,1859.3418240294345,2114.0421549479165,0.19207737,0.05701135706018518
abdulbari_103.wav,0.25719684,1207.734777594981,1709.9006128309863,1998.5005696614583,0.19531164,0.05958387586805555
abdulbari_104.wav,0.2872936,1309.2430990164266,1830.2121651979833,2315.118408203125,0.16960682,0.06150987413194445
abdulbari_105.wav,0.30880964,1233.5515162552547,1778.6701430200144,1932.904052734375,0.16511133,0.05579969618055555
abdulbari_106.wav,0.23540735,1382.8930474876486,1881.4018351957432,2412.615966796875,0.19262496,0.06227846498842592
abdulbari_107.wav,0.26811785,1284.3351528941182,1672.1206276812923,1969.989013671875,0.21541685,0.06781684027777778
abdulbari_108.wav,0.36348808,1555.6150756432926,2054.754675781102,2750.1688639322915,0.17054087,0.0729709201388889
abdulbari_109.wav,0.23817447,1335.0424753347836,1801.5810361600913,2295.7784016927085,0.21178418,0.06682671440972222
abdulbari_110.wav,0.28744775,1235.1453136131934,1759.6989481977255,2080.94482421875,0.1942025,0.05861183449074074
abdulbari_111.wav,0.30824748,1347.9010380489494,1904.4989770795987,2309.136962890625,0.17382704,0.05942111545138889
abdulbari_112.wav,0.3050862,1377.3131688517071,1901.1839545378873,2374.2350260416665,0.17763007,0.06254973234953703
abdulbari_113.wav,0.30695027,1211.5517334580418,1790.9310855046513,2011.3606770833333,0.16458434,0.056939019097222224
abdulbari_114.wav,0.33644795,1523.179701351588,2037.638508636407,2848.1648763020835,0.19677599,0.07080982349537036
abdulbari_115.wav,0.29181996,1234.5101795356147,1712.9639875353791,2134.2793782552085,0.18911144,0.05594437210648148
abdulbari_116.wav,0.37266725,1175.719699469719,1768.5863421642873,2087.1256510416665,0.2538698,0.04789677372685185
abdulbari_117.wav,0.26666972,1267.9638387011562,1836.7319206896946,2217.5211588541665,0.24343741,0.05189796730324074
abdulbari_118.wav,0.28957334,1259.9062265387647,1955.9688432866224,2287.4043782552085,0.22465126,0.048909505208333336
abdulbari_119.wav,0.27118543,1351.4550574355667,1727.0133369575688,2228.7862141927085,0.1934788,0.08092809606481481
abdulbari_120.wav,0.25344393,1477.5567024963264,1917.4711046121,2669.219970703125,0.15273425,0.0675998263888889
abdulbari_121.wav,0.23806222,1867.4550746885175,2238.989592791473,3469.7367350260415,0.15720546,0.0906665943287037
abdulbari_122.wav,0.24978264,1724.851070206752,2095.4223058041393,3230.57861328125,0.15148966,0.07878056278935185
abdulbari_123.wav,0.28616267,1826.2996720660942,2263.4367871833056,3576.30615234375,0.13571203,0.07984754774305555
abdulbari_124.wav,0.2141095,1382.9065957615442,2085.4192189238133,2333.1624348958335,0.19164036,0.05759458188657408
abdulbari_125.wav,0.232633,1480.1448112331836,2135.627568355465,2560.4573567708335,0.19951455,0.06601743344907407
abdulbari_126.wav,0.24123034,1307.6373203597727,2002.367299279909,2286.0087076822915,0.24008101,0.05238172743055555
abdulbari_127.wav,0.23993103,816.3069091366839,1376.4313215282755,1189.2110188802083,0.1800944,0.04085738570601852
abdulbari_128.wav,0.25920874,1369.1713075705804,1891.491778187014,2439.3330891927085,0.22457257,0.0646656177662037
abdulbari_129.wav,0.2760069,1342.1880192419806,1829.3829794801431,2464.35546875,0.20769246,0.056111653645833336
abdulbari_130.wav,0.24428506,1337.968307938083,1829.0611854611077,2236.3627115885415,0.16624683,0.05528428819444445
abdulbari_131.wav,0.32352096,1323.7867895765437,1711.230480095433,2213.8326009114585,0.16856605,0.054619683159722224
abdulbari_132.wav,0.2613277,1722.2229172601028,2213.682754356113,3282.916259765625,0.17733365,0.07449905960648148
abdulbari_133.wav,0.23661245,1537.8379219238961,2026.2231269286117,2783.16650390625,0.22491686,0.06353533709490741
abdulbari_134.wav,0.30071938,1416.220571982626,1790.1515012724185,2527.459716796875,0.18017022,0.0684814453125
abdulbari_135.wav,0.27878398,1570.633835377875,2020.945281694992,2834.906005859375,0.19286458,0.0732150607638889
abdulbari_136.wav,0.25647512,1427.1811460920019,1852.2788906699425,2426.8717447916665,0.18617223,0.06960268373842593
abdulbari_137.wav,0.2878884,1624.6808951450453,1937.16152522609,2944.5658365885415,0.17364372,0.07731571903935185
abdulbari_138.wav,0.28617346,1494.7779678404122,1862.8131405391705,2533.6405436197915,0.19459051,0.0692455150462963
abdulbari_139.wav,0.25142467,1714.8653382782252,2266.4117593973506,3315.6148274739585,0.19251506,0.07543493200231481
abdulbari_140.wav,0.27860883,1303.7704719403523,1619.4202410198473,2122.81494140625,0.18726097,0.07313368055555555
abdulbari_141.wav,0.25995216,1578.6877907197506,1896.4839932420577,2984.7412109375,0.19148777,0.08144350405092593
abdulbari_142.wav,0.2653218,1725.9030035572227,2039.8608529194814,3294.9788411458335,0.16096948,0.09001103153935185
abdulbari_143.wav,0.31118214,1327.126267893658,1795.2309400807897,2453.0904134114585,0.17073815,0.05937138310185185
abdulbari_144.wav,0.2263861,1181.3961584642948,1539.1718761616967,1952.8422037760417,0.18976845,0.06025752314814815
abdulbari_145.wav,0.2465793,1515.092729747576,1883.9780216912359,2921.5372721354165,0.03284113,0.07843243634259259
abdulbari_146.wav,0.27109477,1251.4523302661953,1574.8424683834496,2336.1531575520835,0.07662705,0.06455258969907407
abdulbari_147.wav,0.26646227,1434.4758301010404,1697.2553303293103,2923.6307779947915,0.08144879,0.06968858506944445
abdulbari_148.wav,0.22108692,1243.1223164133573,1555.2480580440474,2593.853759765625,0.12955253,0.05593532986111111
abdulbari_149.wav,0.31224835,1487.745346189031,1799.7597680245256,3139.5609537760415,0.073208615,0.0740650318287037
abdulbari_150.wav,0.27618515,1345.2261200610187,1650.2462181416222,2649.18212890625,0.10889321,0.06365288628472222
abdulbari_151.wav,0.2673319,1520.1509315298742,1811.1796796688516,3078.0517578125,0.09333364,0.07528121383101852
abdulbari_152.wav,0.24565205,1391.7951219462823,1687.4045589955147,2680.28564453125,0.118992046,0.0708324291087963
abdulbari_153.wav,0.2555133,1411.8537919672779,1796.6189719790711,2737.2090657552085,0.09750554,0.06358959056712964
abdulbari_154.wav,0.2599203,1389.8472397176738,1701.5164220188797,2812.6749674479165,0.1037635,0.07249168113425926
abdulbari_155.wav,0.3130812,1369.7333313216336,1647.0404123932594,2796.7244466145835,0.07259822,0.07420518663194445
abdulbari_156.wav,0.23631075,1269.8022720318816,1624.0915698618162,2539.5222981770835,0.12272625,0.05565954137731482
abdulbari_157.wav,0.2884914,1313.5842211194342,1700.6999161085287,2554.376220703125,0.11293592,0.061197916666666664
abdulbari_158.wav,0.28542852,1664.542692311262,1955.0823709263464,3528.45458984375,0.092629865,0.08312084056712964
abdulbari_159.wav,0.2426115,1326.820249298201,1674.563307842103,2517.6900227864585,0.12458829,0.05588559751157408
abdulbari_160.wav,0.2979839,1376.2284921755122,1732.3532989293712,2714.3798828125,0.112901255,0.06372522424768519
abdulbari_161.wav,0.2589015,1561.0728784763241,1943.8956941716137,3057.71484375,0.09523075,0.07282172309027778
abdulbari_162.wav,0.25784117,1519.17265235846,1743.281482093413,3056.817626953125,0.11222106,0.0843777126736111
abdulbari_163.wav,0.30741468,1539.2332812407765,1821.5810999343903,3215.924072265625,0.081518665,0.0839572482638889
abdulbari_164.wav,0.27440804,1463.582512981632,1706.6232414431531,2906.1848958333335,0.09900754,0.08558937355324074
abdulbari_165.wav,0.2652307,1581.5516896583006,1803.25904668578,3322.2941080729165,0.08939425,0.08622685185185185
abdulbari_166.wav,0.25275168,1543.0131740559357,1776.184710311435,3279.7261555989585,0.112674884,0.08797200520833333
abdulbari_167.wav,0.3017592,1585.5773757085528,1869.3847023787548,3141.156005859375,0.09870235,0.0859103732638889
abdulbari_168.wav,0.24193484,1574.5351934056914,1705.7848847786765,3344.22607421875,0.11599699,0.0947582103587963
abdulbari_169.wav,0.2463135,1524.9485226154868,1659.5211222090904,3161.7919921875,0.110170014,0.08824327256944445
abdulbari_170.wav,0.26781473,1162.3072762820564,1596.8363243814772,2027.410888671875,0.122973405,0.05031557436342592
abdulbari_171.wav,0.2590678,1553.0932659206605,1799.5442170533108,3259.1898600260415,0.08527923,0.08565266927083333
abdulbari_172.wav,0.2575436,1296.7029082417228,1634.554878146865,2529.7526041666665,0.105373345,0.061830873842592594
abdulbari_173.wav,0.26282573,1615.3021960117296,1836.7795281175045,3324.188232421875,0.106931634,0.08235677083333333
abdulbari_174.wav,0.24290045,1267.1138528214187,1600.189849762061,2362.6708984375,0.105463155,0.059538664641203706
abdulbari_175.wav,0.25101268,1451.9431511801977,1777.983731146072,2726.4424641927085,0.12472264,0.07185872395833333
abdulbari_176.wav,0.3211186,1651.7602728463844,1893.1052090622522,3383.9029947916665,0.08687996,0.08452690972222222
abdulbari_177.wav,0.27819622,1535.1855354249258,1836.2694795420978,3186.614990234375,0.09781467,0.07413736979166667
abdulbari_178.wav,0.26837644,1220.9127092007227,1550.7986580721815,2205.059814453125,0.118763715,0.056364836516203706
abdulbari_179.wav,0.3100038,1823.245558665301,1854.4117176293812,3682.3771158854165,0.09004823,0.1181324146412037
abdulbari_180.wav,0.25590688,1682.0589440719802,1827.8872559299305,3469.83642578125,0.10518662,0.09964554398148148
abdulbari_181.wav,0.28892842,1482.616843360095,1772.9394862350177,2956.4290364583335,0.099874385,0.07591869212962964
abdulbari_182.wav,0.31917825,1506.2577152047234,1767.2635847960264,3105.4667154947915,0.08869979,0.07878056278935185
abdulbari_183.wav,0.2584718,1438.2416973970805,1695.61736178312,3102.3763020833335,0.10759404,0.0732693142361111
abdulbari_184.wav,0.2915022,1718.9901473079594,1962.0155190853989,3581.2906901041665,0.078749724,0.09517415364583333
abdulbari_185.wav,0.27122977,1437.3053510622576,1715.7992115858945,2971.9807942708335,0.10679785,0.07496021412037036
abdulbari_186.wav,0.29643714,1859.117489074198,2063.2766812966133,3810.8784993489585,0.08222881,0.11851671006944445
abdulbari_187.wav,0.2590261,1455.3467515612522,1741.1710022099185,2890.3340657552085,0.100571856,0.07574688946759259
abdulbari_188.wav,0.3244376,1424.557213869247,1709.4056407041976,2936.8896484375,0.094267525,0.07387062355324074
abdulbari_189.wav,0.26056644,1646.2059188297997,1894.7116092162853,3534.5357259114585,0.106527396,0.09063042534722222
abdulbari_190.wav,0.26036957,1482.3995179048031,1867.3953796755432,3095.1985677083335,0.10335645,0.06708893952546297
abdulbari_191.wav,0.22248743,1254.5284214180522,1659.492774731196,2356.2906901041665,0.12542957,0.05504014756944445
abdulbari_192.wav,0.30093977,1414.9940697105453,1695.0118622115162,2809.3851725260415,0.095910825,0.07820638020833333
abdulbari_193.wav,0.3960694,1717.7514828908566,2134.574979644887,3531.5450032552085,0.03568086,0.08702256944444445
abdulbari_194.wav,0.36865216,1817.713668375094,2114.9203363761394,3773.394775390625,0.07495993,0.09844292534722222
abdulbari_195.wav,0.32231313,1668.36635552815,2051.233858539878,3387.1927897135415,0.07499217,0.0821533203125
abdulbari_196.wav,0.402069,1676.740078554561,2171.7002534841904,3247.2269694010415,0.05855442,0.07417805989583333
abdulbari_197.wav,0.33359057,2743.45699775712,2488.074464755531,5187.906901041667,0.07184081,0.18105287905092593
abdulbari_198.wav,0.3299153,1928.1267120145255,2145.9783413022965,3799.114990234375,0.069979705,0.0988498263888889
abdulbari_199.wav,0.4391259,2202.3562754760796,2476.1451728872858,4786.153157552083,0.072471865,0.10376428674768519
abdulbari_200.wav,0.42744073,1905.2029569421682,2165.730150494702,3658.7504069010415,0.06469323,0.09697808159722222
abdulbari_201.wav,0.37642798,1906.7027169028215,2071.8669830917206,3885.0484212239585,0.09715978,0.11421260127314815
abdulbari_202.wav,0.4490025,2090.6194426170855,2525.660717797893,4487.379964192708,0.10867817,0.08035843460648148
abdulbari_203.wav,0.42652407,1329.7598614534513,1855.7685553631973,2909.7737630208335,0.15807647,0.047290943287037035
abdulbari_204.wav,0.50777453,1197.6588313187958,1849.2662697432065,2513.6027018229165,0.14112411,0.04051830150462963
abdulbari_205.wav,0.492459,2111.344865386241,2536.4179476317736,4420.88623046875,0.15797159,0.07533094618055555
abdulbari_206.wav,0.37237173,1522.6007754187322,1912.4470583694874,3517.08984375,0.118143514,0.07293475115740741
abdulbari_207.wav,0.41916186,1391.217831827739,1883.8582744826094,2960.1175944010415,0.092445165,0.058837890625
abdulbari_208.wav,0.38622886,1589.9074553303683,2120.464474910225,3215.625,0.09113137,0.07182255497685185
abdulbari_209.wav,0.44462377,1734.2689727308966,2039.4712195802128,3233.270263671875,0.105835535,0.08760579427083333
abdulbari_210.wav,0.47011444,1993.6292032810497,2381.3607011190584,4247.324625651042,0.11529175,0.0741871021412037
abdulbari_211.wav,0.44710338,1724.852330621032,2146.0530571752693,3563.446044921875,0.10395061,0.07720721209490741
abdulbari_212.wav,0.4210514,1744.5483617910447,2105.2354697440664,3623.6592610677085,0.104203455,0.0743724681712963
abdulbari_213.wav,0.43001395,1288.7965607674196,1847.922387236142,2647.98583984375,0.095807515,0.04661729600694445
abdulbari_214.wav,0.42531982,1709.0963003982688,2175.735071419175,3514.8966471354165,0.09892431,0.07483362268518519
abdulbari_215.wav,0.3559397,1750.0587787624588,2008.9952139254738,3385.2986653645835,0.10626479,0.08876320167824074
abdulbari_216.wav,0.4128176,1698.5616460900408,2124.882431328661,3407.928466796875,0.08948106,0.07887098524305555
abdulbari_217.wav,0.42945147,1780.118104173486,2238.3578317963493,3699.224853515625,0.093023874,0.07420066550925926
abdulbari_218.wav,0.3876826,1706.2258332222202,2064.1661012649647,3305.7454427083335,0.099639244,0.09026421440972222
abdulbari_219.wav,0.4177815,1816.7282342690519,2242.7714434647423,3625.8524576822915,0.081700414,0.08893952546296297
abdulbari_220.wav,0.3096487,1507.6366967205552,1850.413442646964,3146.539306640625,0.095211156,0.08252857349537036
abdulbari_221.wav,0.42771313,1548.0110205958097,1984.0353368597835,3237.457275390625,0.09451608,0.0692138671875
abdulbari_222.wav,0.40932578,1560.6721444528855,1996.7761458959658,3096.3948567708335,0.08915228,0.07069679542824074
abdulbari_223.wav,0.38754064,2037.8080648409693,2431.3206887854844,3956.427001953125,0.090097904,0.09538212528935185
abdulbari_224.wav,0.33144957,1893.7999795794467,2114.219962333638,3552.081298828125,0.09031254,0.1131320529513889
abdulbari_225.wav,0.355807,1729.242831682652,1961.9779657807105,3346.8180338541665,0.07969028,0.09527813946759259
abdulbari_226.wav,0.3471332,1860.9676843698396,2195.1264284361355,3483.7931315104165,0.08675037,0.08911584924768519
abdulbari_227.wav,0.4004494,1680.400955530054,1976.9834688726353,3479.2073567708335,0.09485119,0.07859519675925926
abdulbari_228.wav,0.35863367,1888.1337382824497,2104.6416539794764,3803.0029296875,0.08439218,0.10360152633101852
abdulbari_229.wav,0.40879425,1742.162875171209,2146.6464404589224,3324.3876139322915,0.0763535,0.07688621238425926
abdulbari_230.wav,0.30507034,2242.4593360628733,2257.711779866726,4243.83544921875,0.102819964,0.13553421585648148
abdulbari_231.wav,0.38291836,1891.4654835354067,2057.7559273452503,3550.286865234375,0.09230809,0.11348922164351852
abdulbari_232.wav,0.39690903,1858.5192162586652,2195.899027099951,3631.8339029947915,0.096841864,0.0901828342013889
abdulbari_233.wav,0.38910064,1793.7627701817462,2103.6828757500643,3570.9228515625,0.08836878,0.08583351417824074
abdulbari_234.wav,0.34104043,2170.3005544301523,2137.8845567289677,3963.3056640625,0.091474906,0.13364438657407407
abdulbari_235.wav,0.35904256,2017.9035404914111,2153.3022543015827,3803.302001953125,0.07845178,0.11021140769675926
abdulbari_236.wav,0.37834668,2306.1881652033894,2651.945684175564,4985.833740234375,0.09076609,0.1163601345486111
abdulbari_237.wav,0.34267017,2742.7047133065266,2976.5668750437526,6232.566324869792,0.09693812,0.1361400462962963
abdulbari_238.wav,0.35061854,2353.2753408679996,2986.4888892675963,5712.978108723958,0.095302194,0.1057445384837963
abdulbari_239.wav,0.41156703,2138.2393456805303,2852.5607265973194,4667.919921875,0.08724686,0.0854763454861111
abdulbari_240.wav,0.43329188,2668.7558778662155,3023.851256247322,6082.132975260417,0.061029572,0.12141927083333333
