filename,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,rmse,zero_crossing_rate
abdulbari_001.wav,0.4332119,1591.2215342036116,2031.764673568337,3102.0772298177085,0.015412872,0.0647876880787037
abdulbari_002.wav,0.24735062,1704.8220322105597,2008.021792875692,3175.4496256510415,0.0432211,0.08129430700231481
abdulbari_003.wav,0.29521397,2014.4222925498443,2053.265725789385,3743.9860026041665,0.034613505,0.10482222945601852
abdulbari_004.wav,0.2961245,1985.4797355823523,2067.4920870659867,3855.4402669270835,0.034366306,0.10175238715277778
abdulbari_005.wav,0.3937158,1724.7275229215575,2059.441919973969,3177.8422037760415,0.02395775,0.07551179108796297
abdulbari_006.wav,0.32350475,1998.766027907561,2034.8318722014371,3649.0804036458335,0.053140994,0.11602105034722222
abdulbari_007.wav,0.28727245,1598.4022129610767,1877.4758095388834,3017.1407063802085,0.038963277,0.07511845341435185
abdulbari_008.wav,0.3023991,1944.5777161186925,2052.0171579711914,3627.74658203125,0.035838407,0.10701949508101852
abdulbari_009.wav,0.32179016,1761.3430285498757,2046.5755623173902,3218.5160319010415,0.03068994,0.08113154658564815
abdulbari_010.wav,0.26441434,1969.7254854365835,1894.2948734390507,3651.67236328125,0.056202535,0.12047887731481481
abdulbari_011.wav,0.3522979,1826.4859726805919,1821.1789031988508,3274.1434733072915,0.034902927,0.10411241319444445
abdulbari_012.wav,0.34286225,1749.3747308104762,1901.9611567728982,3251.513671875,0.02886422,0.0903591579861111
abdulbari_013.wav,0.35656187,1821.4279639211702,1895.927229543602,3270.4549153645835,0.031656202,0.09977213541666667
abdulbari_014.wav,0.30397117,1893.7850233284835,1864.2895689299414,3371.3419596354165,0.037934568,0.11738642939814815
abdulbari_015.wav,0.29747796,2107.411268857975,1970.9306066134345,3899.2045084635415,0.041904192,0.1281060112847222
abdulbari_016.wav,0.3860183,1495.1546724303726,1654.8578037986126,2616.0847981770835,0.05720703,0.08781376591435185
abdulbari_017.wav,0.2957523,1746.822136789117,1829.460427480948,3023.62060546875,0.027993573,0.09826208043981481
abdulbari_018.wav,0.30687878,1801.8774650888795,1973.060033191975,3352.6997884114585,0.045277793,0.08757866753472222
abdulbari_019.wav,0.3244393,1565.4381808097507,1789.6610658618595,2726.4424641927085,0.055412874,0.08202672887731481
abdulbari_020.wav,0.4245012,1479.8830700796987,1754.5106835391505,2704.4108072916665,0.05687007,0.0797390407986111
abdulbari_021.wav,0.37507492,1766.2784934180963,2023.3817029544705,3369.7469075520835,0.04815519,0.0989990234375
abdulbari_022.wav,0.39238334,1605.279289532399,1819.0951549443282,2852.1525065104165,0.06037219,0.0894504123263889
abdulbari_023.wav,0.37150946,1496.960748667212,1755.0396580166096,2776.287841796875,0.08103729,0.07376663773148148
abdulbari_024.wav,0.3380812,2579.521411891688,2419.092372312255,5123.805745442708,0.05088375,0.14723940248842593
abdulbari_025.wav,0.39114392,1939.2225354473503,2168.0202054279152,3594.25048828125,0.04130456,0.09360984519675926
abdulbari_026.wav,0.31041184,1952.1982489655272,2033.9437574596932,3841.6829427083335,0.039854906,0.10417118778935185
abdulbari_027.wav,0.3517954,1709.1501087651195,1878.7505089905983,3335.4532877604165,0.04071832,0.09150752314814815
abdulbari_028.wav,0.26463154,1681.194222661543,1785.9674302797705,2980.1554361979165,0.04175372,0.09201841001157407
abdulbari_029.wav,0.37107754,1936.6630189890875,2040.2111344530765,3652.4698893229165,0.030200614,0.0951877170138889
abdulbari_030.wav,0.29826328,2208.9136614474187,1953.1079155638529,4035.4817708333335,0.036340944,0.14097764756944445
abdulbari_031.wav,0.3410074,1749.9405129304544,1947.1059546701392,3392.67578125,0.035185583,0.08316605179398148
abdulbari_032.wav,0.3918755,2055.5451664975885,2073.0897953590047,3927.5166829427085,0.031069884,0.1073314525462963
abdulbari_033.wav,0.30384493,1992.1527873602636,2077.084581448568,3885.546875,0.036505587,0.09124529803240741
abdulbari_034.wav,0.32578772,1838.2425775127124,1882.949976127151,3484.19189453125,0.05073954,0.09816713686342593
abdulbari_035.wav,0.3791371,1682.4457338607406,1785.4627169040925,3019.8323567708335,0.035960477,0.09138093171296297
abdulbari_036.wav,0.26194486,1759.0373442492667,1758.3917163554445,3003.28369140625,0.04411853,0.10718677662037036
abdulbari_037.wav,0.3220596,1671.5364344864047,1891.4608749856268,3116.5323893229165,0.03794453,0.0857837818287037
abdulbari_038.wav,0.32672146,1952.1365017980204,2126.785326761657,3911.26708984375,0.04478322,0.09983543113425926
abdulbari_039.wav,0.30750233,1626.913281295874,1863.1833630795547,2951.544189453125,0.044503447,0.07829228153935185
abdulbari_040.wav,0.31363225,2133.955854973871,2082.832673872855,4226.987711588542,0.05598743,0.12328197337962964
abdulbari_041.wav,0.30277807,1904.2976576882702,1981.039465255538,3675.0,0.05305941,0.11002604166666667
abdulbari_042.wav,0.28712255,1832.5061160884768,2143.1686658991944,3859.9263509114585,0.034886118,0.0749195240162037
abdulbari_043.wav,0.33443636,2255.7003755721516,2196.0396828948715,4140.456136067708,0.043125995,0.11500379774305555
abdulbari_044.wav,0.2356902,1744.7607678263041,1980.3146323225901,3150.3275553385415,0.038645677,0.0815700954861111
abdulbari_045.wav,0.30349445,2227.880374334934,2094.1631604907416,4129.390462239583,0.044367816,0.1318042896412037
abdulbari_046.wav,0.25983238,1912.514733253357,2027.8973931524845,3581.8888346354165,0.039606247,0.0894458912037037
abdulbari_047.wav,0.36446217,2104.071874425328,2043.2738400574249,3866.3065592447915,0.037470147,0.1268627025462963
abdulbari_048.wav,0.4980834,1910.0339105954602,2049.4640627955932,3553.7760416666665,0.050049797,0.10599320023148148
abdulbari_049.wav,0.36405912,3122.2473893771416,2740.28286035214,5890.926106770833,0.020703077,0.19676378038194445
abdulbari_050.wav,0.2850725,2668.994024768986,2698.288449300583,5023.118082682292,0.02235251,0.1491382740162037
abdulbari_051.wav,0.45406133,2915.1419095218885,2527.218479446394,5092.6025390625,0.038450297,0.19614438657407407
abdulbari_052.wav,0.33760503,2898.169362138572,2774.03705172847,5593.349202473958,0.034390915,0.17886917679398148
abdulbari_053.wav,0.36866215,3111.6881239148784,2778.856739837649,6175.642903645833,0.042255554,0.20543981481481483
abdulbari_054.wav,0.26639965,3168.964098100732,3078.670450061098,7304.241943359375,0.03397393,0.1825222439236111
abdulbari_055.wav,0.32505646,3769.7568559765737,3051.476321975272,7893.115234375,0.061696082,0.25068721064814814
abdulbari_056.wav,0.4261778,3115.128688138037,2586.7290988513964,5514.29443359375,0.048824858,0.2153953269675926
abdulbari_057.wav,0.38853386,3186.3139768550714,2803.27000762641,6376.220703125,0.045283955,0.23093894675925927
abdulbari_058.wav,0.33805966,3090.68500104545,2760.1406097084428,6052.425130208333,0.047638863,0.20334653501157407
abdulbari_059.wav,0.35679072,3349.8130383329594,2758.7224866233673,6442.814127604167,0.05170858,0.21370442708333334
abdulbari_060.wav,0.37303057,3683.167803082903,2814.3491496161982,7224.589029947917,0.06999741,0.2533908420138889
abdulbari_061.wav,0.3624994,2960.5244910480947,2618.5450387374026,5452.08740234375,0.047885265,0.1898781105324074
abdulbari_062.wav,0.353131,3570.772356202495,3038.3932889885737,7528.84521484375,0.046473473,0.24726472077546297
abdulbari_063.wav,0.28183818,3640.452656556715,3006.4195087287176,7665.920003255208,0.054656193,0.21708170572916666
abdulbari_064.wav,0.32477733,3340.7162548435404,2966.4884835457906,7155.403645833333,0.04843069,0.21433738425925927
abdulbari_065.wav,0.358211,3180.737747808167,2549.8019643240996,5519.877115885417,0.100124806,0.2245460792824074
abdulbari_066.wav,0.30280185,3329.951467032915,2442.230561432419,5226.188151041667,0.09553278,0.2427074291087963
abdulbari_067.wav,0.36965925,2961.6843587433864,2240.2405748817723,4863.812255859375,0.09270676,0.21178747106481483
abdulbari_068.wav,0.33973765,3096.186049053178,2460.596173972876,5389.182535807292,0.09544053,0.21216724537037038
abdulbari_069.wav,0.3147761,3794.425371304314,2869.036049038148,7144.637044270833,0.10048315,0.24510814525462962
abdulbari_070.wav,0.2936872,3239.3757959350746,2641.7031562138623,6151.418050130208,0.05261822,0.20363136574074073
abdulbari_071.wav,0.34708148,3182.6080745946565,2618.245934704113,5661.637369791667,0.029832326,0.2208523220486111
abdulbari_072.wav,0.3654191,2805.5415796031584,2352.5767085348148,4814.166259765625,0.027021213,0.19529441550925927
abdulbari_073.wav,0.3636446,2891.1056924557856,2380.5480733939194,4734.31396484375,0.029013557,0.21091941550925927
abdulbari_074.wav,0.3924734,2930.495377366082,2616.6978157155454,5407.126871744792,0.02154207,0.19618959780092593
abdulbari_075.wav,0.3984733,3778.9365237219936,2869.9855042025943,7320.491536458333,0.033096068,0.2738579644097222
abdulbari_076.wav,0.37783626,2935.8946657082115,2517.8924114519273,4964.300537109375,0.026947143,0.2010769314236111
abdulbari_077.wav,0.40206185,3552.0254613725506,2834.2175461009674,6759.431966145833,0.025047828,0.24340368200231483
abdulbari_078.wav,0.37081915,3417.976549233257,2839.044281834034,6868.593343098958,0.030909352,0.22737178096064814
abdulbari_079.wav,0.3698475,3794.5873845234983,2742.2280660572983,6775.78125,0.039748877,0.2755126953125
abdulbari_080.wav,0.38299963,3231.759556821678,2715.1603589595393,6190.995279947917,0.027619116,0.20743362991898148
abdulbari_081.wav,0.34867087,3141.3439448119084,2470.8881326214478,5439.5263671875,0.033778146,0.23217321325231483
abdulbari_082.wav,0.37201422,3392.3474981647614,2848.8760769777823,6740.989176432292,0.028864454,0.2344021267361111
abdulbari_083.wav,0.38581148,3739.8873249885237,2677.292452515905,6643.990071614583,0.040058974,0.29649070457175924
abdulbari_084.wav,0.38432613,3239.3962852052646,2761.7002082563217,6069.671630859375,0.02792974,0.21748408564814814
abdulbari_085.wav,0.37994602,3733.9256305330614,2664.82635904745,6618.46923828125,0.040732056,0.27849211516203703
abdulbari_086.wav,0.38498875,3260.599359380015,2415.9489072235992,5236.057535807292,0.03888464,0.2457953559027778
abdulbari_087.wav,0.35697308,3021.5504259791846,2625.3212126408366,5780.767822265625,0.025853183,0.19712999131944445
abdulbari_088.wav,0.397714,3009.869123900277,2601.950099904582,5808.282470703125,0.022341058,0.2001636646412037
abdulbari_089.wav,0.35775056,3237.8625026965724,2516.1011894298254,5627.94189453125,0.04156323,0.246826171875
abdulbari_090.wav,0.3819895,3286.0055054230374,2532.6272814000617,5523.166910807292,0.034233004,0.2636040581597222
abdulbari_091.wav,0.34707692,3293.69048902746,2585.335754511775,5913.755289713542,0.034711685,0.23546459056712962
abdulbari_092.wav,0.36829305,3630.209069406604,2806.172092247071,6963.997395833333,0.03910919,0.2785101996527778
abdulbari_093.wav,0.35216668,3499.051496304393,2783.742523313538,6693.636067708333,0.037341148,0.23697916666666666
abdulbari_094.wav,0.42840567,3012.6063095736436,2691.1441831913157,5682.373046875,0.03535742,0.19947645399305555
abdulbari_095.wav,0.37669402,3358.3081143034215,2788.625221699186,6572.113037109375,0.03640962,0.23848017939814814
abdulbari_096.wav,0.33078215,3775.4149792846792,2929.4373618917825,7382.997639973958,0.043043256,0.2452709056712963
abdulbari_097.wav,0.2986665,1839.3339843980718,2470.2505091047033,3600.9297688802085,0.07688783,0.08256022135416667
abdulbari_098.wav,0.24824375,1500.741557692256,2006.3086612490883,2844.0775553385415,0.18901575,0.06437174479166667
abdulbari_099.wav,0.23822416,1696.1717305365191,2198.896787062371,3208.9457194010415,0.1569129,0.07459852430555555
abdulbari_100.wav,0.2846074,1452.2612932971024,2005.2137987352805,2658.5530598958335,0.14359385,0.062441225405092594
